username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Paul Cox,69823284,"Seattle, WA",2023-01-21 04:31:10,@salesonsounders @TheBlueTheGreen @ELROLONW The objection is that the Club look like hypocrites. They made a deal a… https://t.co/Lqmumhpgv4,1,Twitter Web App,
Chosen One 🇺🇦+🇺🇸,17127559,"Redmond, WA",2023-01-21 04:26:31,"They said they’d build a wall and that Mexico would pay for it..

They said they’d give us better, cheaper healthca… https://t.co/0HyjV3HdSv",0,Twitter for iPhone,
Chosen One 🇺🇦+🇺🇸,17127559,"Redmond, WA",2023-01-21 04:25:30,"@Jim_Jordan They said they’d build a wall and that Mexico would pay for it..

They said they’d give us better, chea… https://t.co/2bZsa86nq7",1,Twitter for iPhone,
"Paul ""Why are golf courses valued ₵ on the $?""",2463922789,Seattle,2023-01-21 03:51:08,We must ban the Catholic Church from healthcare in Washington to ensure we ALL have religious freedom in choosing o… https://t.co/x3aSq5Nxdr,0,Twitter for iPhone,
Cheshire Cat,1427449522930688044,"Seattle, WA",2023-01-21 02:56:45,"@Campbels12 They are permanent in ""healthcare"" here in WA.",0,Twitter for Android,
Leftist Feminist Atheist Ⓥegan ProLife ⓅⓁ Grunger,1654899787,"Seattle, WA",2023-01-21 02:47:33,@markmaycot If someone said that you can live in a society where you never have to worry about bills at all ever ag… https://t.co/nMxvNou1bq,0,Twitter Web App,
Andy Hawkins,992536751494152192,"Redmond, WA",2023-01-21 02:24:40,"This is, of course, an intolerable situation for the wealthiest, most powerful nation in the history of the world. https://t.co/BQ25s7ZBbV",0,Twitter Web App,
casey133k ⭐⭐🏆 @casey133k@hachyderm.io,288932406,"Seattle, USA",2023-01-21 02:02:03,"""and remember kids if you need reproductive healthcare or gender affirmation surgery, don't go to Providence"" https://t.co/tWEqnPHLFx",2,Twitter Web App,
Tom Anymouse,1549130256891711488,Kent,2023-01-21 01:29:18,"And those that can't afford it can just DIE! Private Healthcare in all but name, you little worm of a man.
Way past… https://t.co/45xJGcUemN",0,Twitter Web App,
Comic Tropes,999105496509435905,"Seattle, WA",2023-01-21 01:15:31,"Diana is a great member of the comics and GI Joe community and could use any help you’re able to give. Healthcare,… https://t.co/7JsSQE1dJj",9,Twitter for iPhone,
Raina Elmore,1006980134891470848,"Seattle, WA",2023-01-21 00:57:24,"@michaelphigham Man that fucking sucks, I am so sorry. Do you have a Patreon or anything in the meantime?? Healthca… https://t.co/KG945bchx7",0,Twitter for iPhone,
Jess T-R,18067514,"Seattle, WA",2023-01-21 00:38:14,"In some places like Bremerton, after the 2020 merger of Virginia Mason and CHI Franciscan + prevalence of St. Micha… https://t.co/Zo1yQvKMrE",4,Twitter for iPhone,
Melvin Andrew Adams,1176729027211665409,"Seattle, WA 98101",2023-01-21 00:33:21,@AltGemHunter $PULSE will definitely perform well. I can't wait to fill my bag with this gem. IDO is soon.  💰 📈 🚀 https://t.co/ZiaR9pqUpN,0,Twitter Web App,
Fred,11892672,Earth.,2023-01-21 00:24:16,There is no such thing as job security in capitalism #layoffs. This is why healthcare should not be an employer pro… https://t.co/pGRBGMIXji,8,Twitter for Android,
Kelly Drake,15503109,"Seattle, WA",2023-01-21 00:13:11,I was excited for this year’s @SoundersFC kits until they announced the new sponsor would be the same healthcare co… https://t.co/Yk9dr5wKRc,0,Twitter for iPhone,
The One and Only 🐃,20806282,"Seattle, WA",2023-01-21 00:00:43,Should healthcare be in the sponsorship game? Our system is fucked. Disappointed in you @SoundersFC https://t.co/usuOKKEH7o,0,Twitter for Android,
Academy Chinou Gea,1603466227602448385,"Seattle, WA",2023-01-20 23:52:18,The article summarizes the most recent advances in Semantic Web technology in the medical and healthcare fields. It… https://t.co/TjW9aXluMd,0,Twitter for iPhone,
Mr. Nurse,1445732864205615108,Seattle,2023-01-20 23:45:06,@SeaTimesOpinion @SEIU1199NW As a nurse who has been watching the healthcare system collapse slowly I can honestly… https://t.co/5djETaHm1s,0,Twitter Web App,
WA State & Local,828774937640841216,"Bellevue, WA",2023-01-20 23:35:32,How Educating Patients on Privacy and Cost Affects Post-Acute Home Healthcare #security #news #live #cybersecurity… https://t.co/oi3fRkrCds,0,Dynamic Signal,
Duwamishygirl,872494730365378560,"Seattle, WA",2023-01-20 23:24:49,@laurenboebert Planned parenthood gives low income women mammograms and Pap smears along with birth control. Appare… https://t.co/hDEqP89XPv,0,Twitter for iPhone,
🏆 ⭐️ Frau Peck ⭐️ 🏆,28108101,Seattle,2023-01-20 23:06:43,If Providence or any healthcare facility can spend that much money to sponsor a sports team they can 1. Help people… https://t.co/rafOKzUuHd,0,Twitter for iPhone,
Double Whammy,267812051,Seattle,2023-01-20 22:57:59,@faceofstage4 @cierrasisters @6state @lyndaweatherby @TPollastro @JFreemanDaily @bryceolson @thebreastofus… https://t.co/0mLoKdARGq,0,Twitter Web App,
Paul Cox,69823284,"Seattle, WA",2023-01-20 22:56:14,People usually like their personal doctors and often like healthcare providers in general but a lot of people hate… https://t.co/YyfVhvwF0a,0,Twitter Web App,
casey133k ⭐⭐🏆 @casey133k@hachyderm.io,288932406,"Seattle, USA",2023-01-20 22:53:38,I was pursuing a job at Providence then the recruiter asked me scripted questions about my acceptance of their fait… https://t.co/LXKxX5pUJ2,1,Twitter for Android,
Prannay P,1583864145359044608,Seattle,2023-01-20 22:42:00,"Nurses are the heart of the healthcare system. Without them, our hospitals and clinics would not be able to functio… https://t.co/JpD8cnI2xF",0,Twitter Web App,
Jeff,294330945,"Renton, WA",2023-01-20 22:40:50,@SoundersFC @providence Official healthcare denier*,1,Twitter Web App,
Kelly Hicks Voice Artist,1449940750897090563,"Seattle, WA",2023-01-20 22:25:41,"@TheMrBarramundi @fritzinmo @laurenboebert The current anti abortion laws in Idaho, and other states. These laws pr… https://t.co/EXQWXBbskt",0,Twitter for Android,
Jeff,294330945,"Renton, WA",2023-01-20 22:08:47,@SoundersFC @providence Providence harms patients by withholding necessary lifesaving care for difficult pregnancie… https://t.co/Eh7f9Sglv4,1,Twitter Web App,
min ✌🏾,1356170366,"Tacoma, WA",2023-01-20 22:08:33,I never thought working in healthcare would make me so anxious and frustrated 😭😂,0,Twitter for iPhone,
Beth Day,570629040,"Seattle, WA",2023-01-20 22:05:56,"I mean America being America, the first thing I wanted to know is HOW WILL OUR HEALTHCARE WORK, and then second, WE… https://t.co/qalKJzPItT",0,TweetDeck Web App,
Workers Strike Back,1614758386955915265,United States,2023-01-20 21:59:02,"What is Workers Strike Back fighting for?👉Workers need a REAL raise
👉Good union jobs for all
👉Fight racism,sexism &amp;… https://t.co/crEahGzz2q",57,Twitter for iPhone,
Seattle Sounders FC,17224076,"Seattle, WA",2023-01-20 21:57:51,"As Official Medical Services Provider and Official Healthcare Partner of Sounders FC, Providence’s mark will be dis… https://t.co/VbeFrs5m8K",11,Twitter Web App,
seattlegray19🇺🇸,1035822074923642880,"Seattle, WA",2023-01-20 21:36:36,@KIRONewsradio @thedaveross @ColleenKIROFM Most not all homeless are drug users. They prefer this lifestyle. So ask… https://t.co/5K0gLiFZrA,0,Twitter for iPhone,
Aaron,1531664863415545856,"Seattle, WA",2023-01-20 21:35:56,@JeremiahOshan Can’t say I love that a healthcare giant is the one that’s able to give us our biggest sponsorship ever…,0,Twitter for iPhone,
Mark rewired,55019353,"Seattle, WA",2023-01-20 21:33:03,"First off, faith based healthcare is bullshit. Second, healthcare companies shouldn’t have sponsorships, instead th… https://t.co/lW0zf2h3CQ",0,Twitter for iPhone,
KOMO News,16086928,"Seattle, WA",2023-01-20 21:32:27,The team announced on Friday it is partnering with Providence Swedish to become the official healthcare partner of… https://t.co/9Uji6Y6gHQ,1,TweetDeck,
⭐️ ⭐️💎42 and don’t know what to do,431917525,"Seattle, WA",2023-01-20 21:29:20,"Also, while on the subject… while corporate healthcare is bad enough as it is, “faith” based corporations are even worse.",2,Twitter for iPhone,
SeekOut,902641988255662081,"Bellevue, WA",2023-01-20 21:27:15,"The pandemic dramatically changed the #healthcare field, and its lingering effects impact how healthcare organizati… https://t.co/ols3KPSEvw",1,Sprout Social,
Dag Tasty,2970181686,"Seattle, WA",2023-01-20 21:24:42,"@JeremiahOshan This feels like 2 steps backwards.  Don’t other teams have regional healthcare sponsors?  

Sounders… https://t.co/2hi4EBmJPY",0,Twitter Web App,
Jimmie Myers,14380203,"Kirkland, WA",2023-01-20 21:21:18,"@Witdarkstar Suckling from the teet of ""no bonuses or healthcare"" was certainly the life.",0,Twitter Web App,
University of Washington School of Medicine,1551616469623918593,"Seattle, WA",2023-01-20 21:18:24,"Steve &amp; Connie Ballmer, @gatesfoundation donate $20M to @UWMedicine for research discoveries &amp; further excellence &amp;… https://t.co/j4gl4KD5ZQ",4,Twitter Web App,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-20 21:06:02,Researchers examine impact of gamification on the effectiveness of digital health interventions… https://t.co/zjB6nSHUm2,1,Buffer,
Lindsay Farny she/her,32921777,"Seattle, WA",2023-01-20 21:02:11,@allisonbraley you think the people who have been to therapy are thanking the people that are leaving them without… https://t.co/zoMiSeqT9l,0,Twitter Web App,
Rick Cofer,2379327078,Somewhere near Seattle,2023-01-20 20:21:30,@Jim_Jordan Unless it applies to guns or healthcare. Then you are on your own,0,Twitter for Android,
Civic Action,386782622,Seattle,2023-01-20 20:19:00,"Could we reverse the effects of climate change, provide universal healthcare and build a stronger social safety net… https://t.co/12908Ga0PB",1,Buffer,
"The Nerdskull, Woke Moralist",1288553498695483394,"Seattle, WA",2023-01-20 20:17:33,"@Chrisischaos @luckilyanxious @hessenjunge76 @Esqueer_ Also, you don't believe being trans is fine or else you woul… https://t.co/yQaSrcQ7g5",0,Twitter for Android,
Carolyn Tu,57243327,"Seattle, WA",2023-01-20 20:09:16,@Fitzandlivlove @iiamromika Not only terrifying but scary. It was relatable to anyone in that type of situation hea… https://t.co/wPvqsM3p0g,0,Twitter for iPhone,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-20 20:09:03,Why EHR Data Is Key to Gathering More Accurate Medical Assessments https://t.co/nHUMB99aCe #patientdata… https://t.co/1DHIOqx9wc,0,Buffer,
UW Dept. of Laboratory Medicine and Pathology 🔬,108727029,"Seattle, Washington",2023-01-20 20:01:19,"Join us for the #LaboratoryMedicine and #Pathology Research &amp; Discovery Seminar ""Facilitating the use of artificial… https://t.co/4QWSyhEICI",1,Buffer,
M.. Elisa 💜💛💚,1479180118157250561,"Seattle, WA",2023-01-20 19:56:56,@Titmousie2 Thank you...   my sister has severe macular degeneration so I knew it was time for extensive testing fo… https://t.co/ChfPohOohp,0,Twitter Web App,
Lindley,228166116,Seattle,2023-01-20 19:52:58,"@BecciCath @thefatdoctoruk Yeah, it's a cute sitcom or reality show idea but in real life I'd like to not sabotage my healthcare",0,Twitter for Android,
Kevin Terrell,1591519001703636992,"Seattle, WA",2023-01-20 19:49:42,@morgancheatham related note: I wish I knew of a firm with a great proprietary tech stack automating documentation… https://t.co/hIbtVwYYAd,0,Twitter for iPhone,
Everything Microsoft,20439140,C:\Redmond,2023-01-20 19:35:33,"Microsoft Purview in the Real World (Jan 20, 2022) https://t.co/x1plkImWE5",0,dlvr.it,
Czechmate 🇺🇸🇺🇦🇨🇿🇸🇪,21709908,,2023-01-20 19:23:49,"VERY BAD NEWS on HEALTHCARE

COVID is a pre-existing condition.
If Obamacare is repealed, EVERYONE who has had COVI… https://t.co/Bxdqvf8cme",2,Twitter for iPhone,
Raymond R Price (Posadist-Sasquatchist),1730850955,"Seattle, Washington",2023-01-20 18:59:51,"@prageru @thecjpearson @nypost IMO, the only way to win young people over to conservatism is to save us from conser… https://t.co/FyIpFtknmc",0,Twitter Web App,
Sage,1334627934,Seattle,2023-01-20 18:56:08,"@kpwashington profiteering off diabetics and terrible, terrible infrastructure. Worst experience I’ve had as a diab… https://t.co/9RNPJQ1oRj",0,Twitter for iPhone,
woan,17000168,"Redmond, WA",2023-01-20 18:27:15,"@SarahHuckabee Oh boy all these do a ton for inflation, crime, healthcare. Not. Just a bunch of political theater t… https://t.co/bkTGNd36NF",0,Twitter Web App,
Drew,29488299,Seattle,2023-01-20 18:18:28,"@DerrickEvans_WV The alternative is to bankrupt all healthcare providers in the state.
The creation of this virus a… https://t.co/dBMFtRC7SV",0,Twitter for Android,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-20 18:16:02,How Can Clinical Research Better Navigate Healthcare Deserts? https://t.co/Y2Ytkl5tC9 #clinicalresearch #healthcare https://t.co/otA80pKoXP,0,Buffer,
JanetScoop,1148705415909105664,"Seattle, WA",2023-01-20 18:09:43,"going to have the same pain/dental issues that plagued his mom (idk what happened there, my mom got us to the denti… https://t.co/iIbdhiwZoB",0,Twitter Web App,
Alexander,1226648476349415424,"Seattle, WA",2023-01-20 17:38:26,"Here's the latest from Google's internal layoff email.

60 days notice period
15 weeks severance
6 months healthcar… https://t.co/WLtIChhgEv",3,Twitter for Android,
BlueBin,2434154126,"Seattle, WA",2023-01-20 17:12:04,"To survive in today’s competitive environment, healthcare must have an adequate supply chain management system. Lea… https://t.co/7SRqHczR0Z",0,Revive Social App,
FunknJunk,422421222,"Seattle, WA, USA",2023-01-20 17:06:22,@GrandmaMuses @SpeakerMcCarthy Pro tip: neither party thinks Healthcare is a right.,0,Twitter for Android,
JPC Architects,760953941362290688,"Bellevue, WA",2023-01-20 17:01:30,"Meet JPC's Healthcare Studio! Under Christine's guidance, this team has completed some amazing projects - from dent… https://t.co/EH3XQ4S7VK",0,PLANOLY,
ActX,2258281764,Seattle,2023-01-20 16:29:02,@ActX makes genetics a core part of healthcare. With the My ActX Genomic Profile app you can share your genetic inf… https://t.co/3EWSGmtgIJ,0,Buffer,
Katharina Roth,74779891,Seattle,2023-01-20 16:17:44,Why not just give the contract to the company that delivers food to prisons and schools to make food packages?  Fun… https://t.co/BRuVbAOJd0,0,Twitter for iPhone,
Jach,33694423,"Bellevue, WA",2023-01-20 16:07:43,"@coppanuva @debreuil @triketora Large scale projects involve a lot of coding and can't ship without it, at the end… https://t.co/NRecWkzyBr",0,Twitter Web App,
push the needle,2997967610,Seattle Washington,2023-01-20 16:04:10,"@jwhittenbergK5 what if we never broke off from the british?

- wouldve ended slavery by 1805
- no civil war
- no j… https://t.co/kSOlZzyXno",8,Twitter for iPhone,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-20 16:01:10,Deep-Learning Tool Can Predict Lung Cancer Risk Within Six Years https://t.co/L06ZU890FX #DL #DeepLearning… https://t.co/vLggoFNy9C,0,Buffer,
Andrew Long,42375778,"Tatsfield, Kent",2023-01-20 16:00:42,Really important messages from this inspirational paediatrician for all healthcare workers. If only we could get ou… https://t.co/8jAgiBrFKr,3,Twitter for iPad,
Dr Shawn Baker 🥩,3765572533,"Snohomish, WA",2023-01-20 16:00:10,Our healthcare system today largely exists to make money for pharma and to pay off the government bureaucrats that… https://t.co/ZeD0AJPvhe,127,Twitter for iPhone,
Dr Shawn Baker 🥩,3765572533,"Snohomish, WA",2023-01-20 15:59:03,Our healthcare system today largely exists to make money for pharma and to pay off the government bureaucrats that… https://t.co/ybZKNGmPY9,0,Twitter for iPhone,
owner/operator space laser JSL2,1221101275489525761,"Seattle, WA",2023-01-20 15:58:03,"@goodbye56789 @AmoneyResists @lakeinla Jail time is fine
Let's calibrate these penalties the way regular people hav… https://t.co/9UpM8nBnRx",0,Twitter Web App,
Dr Shawn Baker 🥩,3765572533,"Snohomish, WA",2023-01-20 15:57:41,Our healthcare system today largely exists to make money for pharma and to pay off the government bureaucrats that… https://t.co/bJnTupNdkS,1,Twitter for iPhone,
Douglas Houserman,16678401,"Seattle, WA",2023-01-20 15:32:53,"@MiniWhiteRabbit I thought COBRA was the price of your healthcare from your previous employer, but no longer subsidized by them?",0,Twitter for iPhone,
MCG,724700780406534144,"Seattle, WA",2023-01-20 15:13:07,MCG is proud to join organizations like @ElevanceHealth &amp; @AmerMedicalAssn as a sponsor of the @WBLFoundation. WBL… https://t.co/3VJbq7vGYa,0,Sprout Social,
Karen Price ☮️🌊🇺🇦 🌈 🌊💙,2725619570,"Federal Way, WA",2023-01-20 15:07:43,That is just so sick. #CorporateGreed #insurance #Cancers #Lupus #Thugs #healthcare #Health #women https://t.co/3Av0jRK4a5,0,Twitter Web App,
Art Hall ,2590275270,"Seattle, WA",2023-01-20 15:05:25,@GOP Celebrate life - recognize that healthcare should be a right not a privilege for the wealthy!,0,Twitter for iPhone,
shannon carter price,80228911,seattle,2023-01-20 14:45:28,"@lyhollingsworth @kylegriffin1 @shaunking @auwins yeah, i know nothing &amp; haven’t thought about it for more than 5 m… https://t.co/JtSvaYcoRZ",0,Twitter for iPad,
AlgosRus.com,946738256774705153,"Seattle, WA",2023-01-20 13:58:00,Are you a doctor looking to expand your reach and provide telemedicine services? Join our on-demand platform today!… https://t.co/e1ZWG5BQSG,0,Twitter Web App,
SoleMio,1577966073718181888,Kent,2023-01-20 13:11:04,@DylanOgline Invite an extra 15million people to the UK in just 20 years and you're surprised there's not enough ho… https://t.co/TtSe2omvMQ,0,Twitter Web App,
Payscale,24800281,"Seattle, Washington",2023-01-20 09:19:00,"#UK employees on average consider a #raise of 9% to be a #fairpay award for 2023, according to research by… https://t.co/SfzDJixM1R",2,Sprout Social,
FocusGroups.org,3726519792,"Seattle, WA",2023-01-20 08:22:46,"Online Focus Group on Healthcare Issues 
https://t.co/DMuZq8iWDN https://t.co/jrMTi88k94",1,Zapier.com,
Adnan Siddiquie,863709313465843712,"Bellevue, WA",2023-01-20 06:28:21,"@HealthSAcademy It was a pleasure to have Prof. Dr. Mubashir Hanif.
We are looking forward to the collaboration tow… https://t.co/yJGHvuO9DG",0,Twitter Web App,
Joshua Done,34528592,Maple Valley,2023-01-20 06:11:49,@EarthlingNathan Your assertion that nobody take profit or rent from a state controlled system is simply ludicrous.… https://t.co/jBEjXrCIVi,0,Twitter for iPhone,
Joshua Done,34528592,Maple Valley,2023-01-20 05:41:50,@EarthlingNathan You can’t possibly think a single payer system doesn’t create perverse incentives for both the sta… https://t.co/wgvilhbGLz,0,Twitter for iPhone,
Bettybe 🐀,1361005872181256193,"Bellevue, WA",2023-01-20 05:40:47,@BrianRoemmele There is a strange line where labor is so inexpensive that you have excess and it ends up in the cei… https://t.co/896v9x6pll,0,Twitter for Android,
Joshua Done,34528592,Maple Valley,2023-01-20 05:31:34,@EarthlingNathan Ex: “I’m sorry your continued healthcare is costing the state too much. Have you considered eu…”,0,Twitter for iPhone,
harrytwister,985179569626824704,"Seattle, WA",2023-01-20 05:24:35,@cmublock61 No. We wouldn’t. I work in healthcare and there’s no way in hell I can do what I do until I’m 70. F alllll the way off.,0,Twitter for iPhone,
Chae Raybern,1611834507619098624,"Seattle, WA",2023-01-20 05:15:06,@JoeBiden Good job Joe. Now let’s do that with healthcare system.,0,Twitter for iPhone,
Brendan Coughlin,48732192,"Everett, WA",2023-01-20 05:06:27,"@choeshow She did a few things wrong. 

The march to the state capital at the height of Covid was def the worst.… https://t.co/sqgW3LnxTW",0,Twitter for Android,
Paul Cox,69823284,"Seattle, WA",2023-01-20 04:58:32,"@alanhinton11 I agree! It shouldn’t be this hard to have decent healthcare or enough food for everyone, either.

Bu… https://t.co/3BgcdMzrZq",0,Twitter for iPhone,
Brian Manzo,742093688,"Seattle, WA",2023-01-20 04:38:23,"Sawant wants ""Quality Affordable Housing &amp; Free Healthcare for All.""  Who's paying for all that? https://t.co/OzfOmqPi3j",1,Twitter Web App,
Chosen One 🇺🇦+🇺🇸,17127559,"Redmond, WA",2023-01-20 04:21:15,"@Acyn Richard Nixon - who created the EPA, passed the Clean Water Act, introduced employer-paid healthcare, and ope… https://t.co/G7755ybHo7",0,Twitter for iPhone,
Luis Daniel Soto,13076512,"Seattle, WA",2023-01-20 04:16:04,"I, Psychologist: Exploring the Ethical Hurdles and Clinical Advantages of AI in Healthcare
 https://t.co/rFLiNvQ3Iq",1,Twitter for iPhone,
Mike Fridgen,19221655,Seattle,2023-01-20 03:46:21,"Impacted by the tech layoffs, consider an early stage startup role @MadronaVL: co-founding CTO #healthcare, lead da… https://t.co/uKwea99OMK",2,Twitter Web App,
celia,1433923668,"Seattle, WA",2023-01-20 03:44:56,Finance in Healthcare is interesting. It stimulates me GREATLY,0,Twitter Web App,
aileen™,203080861,"Seattle, WA",2023-01-20 03:44:08,"If this 30% tax thing passes, we better be getting the most magnificent healthcare that we will never have to pay o… https://t.co/TSMHbUcYFX",0,Twitter for iPhone,
Jack Rack,1604144113833893889,Seattle,2023-01-20 03:42:07,US subsidizes almost every other amenity to the world. Healthcare is cheaper elsewhere because big companies make a… https://t.co/QkBNZwkKq8,0,Twitter Web App,
Mike Lucas,2474929860,"Seattle, WA",2023-01-20 03:32:15,"@RealBrysonGray Do you call your local politicians for your healthcare needs? Why not? If you do, you need your hea… https://t.co/shs30rciEt",0,Twitter Web App,
Kevin Morrison,2614992950,"Seattle, WA",2023-01-20 03:25:37,This garbage talk from the guy who took the fifth in a civil fraud case concerning his Healthcare company! Oh that’… https://t.co/mbOgiZ3mPB,0,Twitter for iPhone,
BlueBin,2434154126,"Seattle, WA",2023-01-20 03:17:14,"Collaboration mitigates shortage risk and reduces out-of-stocks. Collaboration enhances routine, intentional commun… https://t.co/Ru6NOkOtQq",1,Revive Social App,
Everything Microsoft,20439140,C:\Redmond,2023-01-20 03:09:34,Do More with Less Employee Experience Series – Viva Goals https://t.co/pmIwZ39Jw2,0,dlvr.it,
Mike Lucas,2474929860,"Seattle, WA",2023-01-20 03:09:33,@tracybeanz @JoyfulLife4Him He's entitled to his own beliefs like the rest of us. Who in their right mind pays atte… https://t.co/gvIeI3OgnX,0,Twitter Web App,
cursed maple leafs fan (theythem/hehin),2799231830,Seattle,2023-01-20 02:56:50,"In case you didn’t notice, a fair amount of the stigma t1s get is aimed at t2s bc they don’t know there’s two disea… https://t.co/TFPz0YCQQo",0,Twitter for iPhone,
Serrah Linares,53206785,"Seattle, WA",2023-01-20 02:32:02,"Fantastic article by @noodlev- Digital Investments In Healthcare Must Be Measurable, Not Just Marketable: Building… https://t.co/XmrxjpOEDi",1,Twitter Web App,
Kelli,1383315898249875457,Tacoma ,2023-01-20 02:19:29,"@CBSEveningNews Good,I hope they win this.  Healthcare is no longer about caring. This is just horrible to watch.… https://t.co/UCtYPEGH6I",0,Twitter for Android,
QueenAnnePatti,91453839,Seattle ,2023-01-20 02:18:36,@megynkelly Not as unbelievable as taking away healthcare rights that American women have had for decades.,0,Twitter Web App,
𝘔𝘢𝘵𝘕𝘦𝘱𝘴,66247775,"Seattle, WA",2023-01-20 02:04:35,@AmericaNewsroom @JWLines @DanaPerino @BillHemmer GOP: OH MY GOD QUIT USING MY TAX DOLLARS TO GIVE “ILLEGALS” FREE… https://t.co/aq6kCzN9jr,0,Twitter for iPhone,
OrthoFeed,819719839057059840,"Seattle, WA",2023-01-20 01:47:19,"High-Volume Orthopedic Surgeons Generate Better Outcomes at Lower Costs

🔗 https://t.co/aBjun37vRQ

#AdverseEvents… https://t.co/GxTBI7gVZu",0,Twitter Web App,
Peter Coffaro,1061468390,"Seattle, WA",2023-01-20 01:45:32,"High-Volume Orthopedic Surgeons Generate Better Outcomes at Lower Costs

🔗 https://t.co/QgTP3rQzNG

#AdverseEvents… https://t.co/8hVtoiVq4y",1,Twitter Web App,
Quack,14435279,Seattle,2023-01-20 01:33:18,@ScottPeters2112 @SWAalltheway @ChrisMurphyCT Now look at how much the cost of things like housing and healthcare h… https://t.co/OtkSNQedog,0,Twitter Web App,
TokenEyes.eth,545655225,"Bellevue, WA, USA",2023-01-20 01:23:21,@tinyklaus United States has the worst healthcare of any of 30 nations in its per capita GDP class.,0,Twitter for iPhone,
WordRake,902495816,"Seattle, WA",2023-01-20 01:13:00,“Co-creation recognizes audience members as the experts of their own experiences.” Award-winning professional edito… https://t.co/jC12ahefMx,1,HubSpot,
Jo Masterson,16453942,"Kirkland, WA",2023-01-20 01:06:09,"Healthcare is complicated because each person is so unique - patients, providers, payers, caregivers, innovators, l… https://t.co/sep8lNbu30",1,Twitter Web App,
Mint / Emmy~🍃🏳️‍⚧️,820916646382473216,"Seattle, WA",2023-01-20 00:56:07,Well I’m bloody fucked if congress doesn’t raise the debt ceiling fast enough. I will lose my VA Disability till it… https://t.co/X0VFNjowN0,0,Twitter for iPhone,
Joyce Park,37114816,Bothell,2023-01-20 00:51:28,"@jdeamattson tax people less on things that will increase our productive capacity and social fabric -- education, h… https://t.co/WyFBSZg1KN",0,Twitter Web App,
Sebastian Haze,21466599,Seattle,2023-01-20 00:43:13,"@Jim_Jordan Democrats:

-want to prevent economic collapse 

-refuse to cut retirement &amp; healthcare for old people… https://t.co/rASB926mtl",0,Twitter for iPhone,
Robert Fleming-Jones,1370813522,"Seattle, WA",2023-01-20 00:36:31,@chrissyfarr We need AI in healthcare for complex pattern recognition in the measureable underlying molecular mechanisms of disease,0,Twitter Web App,
jsnett,822172691750744065,"Seattle, WA",2023-01-20 00:35:30,"@BriannaWu I'd put Fake blood test lady over the rest of them, but I'm more personally involved in the healthcare area.",0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-20 00:33:03,@JayInDaHouse6 @Walter34728 @DC10071123 @RepJayapal I'm literally proposing a children's bill of rights to ensure t… https://t.co/eYNDaeUFNq,0,Twitter Web App,
"Jeffrey Duchin, MD @DocJD@mastodon.world",245228514,"Seattle, WA",2023-01-20 00:25:48,"We need to pay more attention to the health of our healthcare &amp; public health systems &amp;workers, given what we’ve le… https://t.co/oW3QB25t8F",3,Twitter Web App,
Urban_Tribesman #MMT Support the Nurses 💙 💙 💙,2893772003,Where Mountains meet the Sea,2023-01-19 23:58:53,"@PennyMordaunt What, you mean starting the #NHS, providing healthcare for all by general taxation but free at the p… https://t.co/P5vm07tv7W",1,Twitter for iPad,
KB (Blue Checkmark),119540223,"Sammamish, WA",2023-01-19 23:41:38,"@danWorthington @BostonDynamics You need a salary, benefits and healthcare. Robot just needs you to obey. I mean… e… https://t.co/4a5zCpSRy9",0,Twitter for iPhone,
ScullySR☮️,789611832449257472,"Seattle, USA",2023-01-19 23:11:22,"@kylegriffin1 Does that come with free healthcare, free education, free school lunches, free preschool?",0,Twitter for iPhone,
i read the oxford dictionary,3234202658,"Seattle, WA",2023-01-19 23:00:25,"@Ricki_Wells Exactly, they did. There’s that, continued healthcare, stock awards still vest for months, etc.",0,Twitter for iPhone,
Snailgirl 🖤,1155559963919601664,"Seattle, WA",2023-01-19 22:55:26,@TheChosenJuan71 @TheActMan_YT You're completely wrong. Where is this sexualizing children? It's people fighting fo… https://t.co/3eEawQ6PSn,0,Twitter for Android,
Michelle Dutch,56886141,Everett WA,2023-01-19 22:54:02,@TAMillennial Actually it's more like sharks and chumming the water. Healthcare has changed.,0,Twitter for iPhone,
AlgosRus.com,946738256774705153,"Seattle, WA",2023-01-19 22:43:30,Nurses are the backbone of the healthcare system. They work tirelessly to care for their patients and make sure the… https://t.co/eqDYhUotno,0,Twitter Web App,
Leslie,867378174,"Seattle, WA",2023-01-19 22:10:13,Thing kind of myopic thinking is dangerous and not a Democratic principal. For those on fixed income or low no inco… https://t.co/gbF7NHYz2X,0,Twitter for iPhone,
Robert Fleming-Jones,1370813522,"Seattle, WA",2023-01-19 22:04:30,"Well spoken @FrancisDesouza. Clear vision for genomics impact on healthcare. This is the #GenomeEra
#Illumina… https://t.co/pHQcHrvwqZ",0,EveryoneSocial,
"Ashley, LPN 🏳️‍🌈✊🏻✊🏼✊🏽✊🏾✊🏿🏳️‍🌈",400809030,"Seattle, WA",2023-01-19 21:56:04,"@ADHDdesigner The explanation for why:
Capitalism. Our healthcare system is designed to be ""for everyone"" but with… https://t.co/nkuuJOytDw",0,Twitter for iPhone,
